Circuito,Anno,Scuderia,Pilota,Nazionalità,Posizione Finale
Belgian Grand Prix,2012,Williams,Senna,Brazilian,12
Belgian Grand Prix,2012,Sauber,Kobayashi,Japanese,13
Belgian Grand Prix,2012,Caterham,Petrov,Russian,14
Belgian Grand Prix,2012,Marussia,Glock,German,15
Belgian Grand Prix,2012,Marussia,Pic,French,16
Belgian Grand Prix,2012,Caterham,Kovalainen,Finnish,17
Belgian Grand Prix,2012,HRT,de la Rosa,Spanish,18
Belgian Grand Prix,2012,HRT,Karthikeyan,Indian,19
Belgian Grand Prix,2012,Williams,Maldonado,Venezuelan,20
Belgian Grand Prix,2012,Sauber,Pérez,Mexican,21
Belgian Grand Prix,2012,Ferrari,Alonso,Spanish,22
Belgian Grand Prix,2012,McLaren,Hamilton,British,23
Belgian Grand Prix,2012,Lotus F1,Grosjean,French,24
Italian Grand Prix,2012,McLaren,Hamilton,British,1
Italian Grand Prix,2012,Sauber,Pérez,Mexican,2
Italian Grand Prix,2012,Ferrari,Alonso,Spanish,3
Italian Grand Prix,2012,Ferrari,Massa,Brazilian,4
Italian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,5
Italian Grand Prix,2012,Mercedes,Schumacher,German,6
Italian Grand Prix,2012,Mercedes,Rosberg,German,7
Italian Grand Prix,2012,Force India,di Resta,British,8
Italian Grand Prix,2012,Sauber,Kobayashi,Japanese,9
Italian Grand Prix,2012,Williams,Senna,Brazilian,10
Italian Grand Prix,2012,Williams,Maldonado,Venezuelan,11
Italian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,12
Italian Grand Prix,2012,Lotus F1,d'Ambrosio,Belgian,13
Italian Grand Prix,2012,Caterham,Kovalainen,Finnish,14
Italian Grand Prix,2012,Caterham,Petrov,Russian,15
Italian Grand Prix,2012,Marussia,Pic,French,16
Italian Grand Prix,2012,Marussia,Glock,German,17
Italian Grand Prix,2012,HRT,de la Rosa,Spanish,18
Italian Grand Prix,2012,HRT,Karthikeyan,Indian,19
Italian Grand Prix,2012,Red Bull,Webber,Australian,20
Italian Grand Prix,2012,Force India,Hülkenberg,German,21
Italian Grand Prix,2012,Red Bull,Vettel,German,22
Italian Grand Prix,2012,McLaren,Button,British,23
Italian Grand Prix,2012,Toro Rosso,Vergne,French,24
Singapore Grand Prix,2012,Red Bull,Vettel,German,1
Singapore Grand Prix,2012,McLaren,Button,British,2
Singapore Grand Prix,2012,Ferrari,Alonso,Spanish,3
Singapore Grand Prix,2012,Force India,di Resta,British,4
Singapore Grand Prix,2012,Mercedes,Rosberg,German,5
Singapore Grand Prix,2012,Lotus F1,Räikkönen,Finnish,6
Singapore Grand Prix,2012,Lotus F1,Grosjean,French,7
Singapore Grand Prix,2012,Ferrari,Massa,Brazilian,8
Singapore Grand Prix,2012,Toro Rosso,Ricciardo,Australian,9
Singapore Grand Prix,2012,Sauber,Pérez,Mexican,10
Singapore Grand Prix,2012,Red Bull,Webber,Australian,11
Singapore Grand Prix,2012,Marussia,Glock,German,12
Singapore Grand Prix,2012,Sauber,Kobayashi,Japanese,13
Singapore Grand Prix,2012,Force India,Hülkenberg,German,14
Singapore Grand Prix,2012,Caterham,Kovalainen,Finnish,15
Singapore Grand Prix,2012,Marussia,Pic,French,16
Singapore Grand Prix,2012,HRT,de la Rosa,Spanish,17
Singapore Grand Prix,2012,Williams,Senna,Brazilian,18
Singapore Grand Prix,2012,Caterham,Petrov,Russian,19
Singapore Grand Prix,2012,Toro Rosso,Vergne,French,20
Singapore Grand Prix,2012,Mercedes,Schumacher,German,21
Singapore Grand Prix,2012,Williams,Maldonado,Venezuelan,22
Singapore Grand Prix,2012,HRT,Karthikeyan,Indian,23
Singapore Grand Prix,2012,McLaren,Hamilton,British,24
Japanese Grand Prix,2012,Red Bull,Vettel,German,1
Japanese Grand Prix,2012,Ferrari,Massa,Brazilian,2
Japanese Grand Prix,2012,Sauber,Kobayashi,Japanese,3
Japanese Grand Prix,2012,McLaren,Button,British,4
Japanese Grand Prix,2012,McLaren,Hamilton,British,5
Japanese Grand Prix,2012,Lotus F1,Räikkönen,Finnish,6
Japanese Grand Prix,2012,Force India,Hülkenberg,German,7
Japanese Grand Prix,2012,Williams,Maldonado,Venezuelan,8
Japanese Grand Prix,2012,Red Bull,Webber,Australian,9
Japanese Grand Prix,2012,Toro Rosso,Ricciardo,Australian,10
Japanese Grand Prix,2012,Mercedes,Schumacher,German,11
Japanese Grand Prix,2012,Force India,di Resta,British,12
Japanese Grand Prix,2012,Toro Rosso,Vergne,French,13
Japanese Grand Prix,2012,Williams,Senna,Brazilian,14
Japanese Grand Prix,2012,Caterham,Kovalainen,Finnish,15
Japanese Grand Prix,2012,Marussia,Glock,German,16
Japanese Grand Prix,2012,Caterham,Petrov,Russian,17
Japanese Grand Prix,2012,HRT,de la Rosa,Spanish,18
Japanese Grand Prix,2012,Lotus F1,Grosjean,French,19
Japanese Grand Prix,2012,Marussia,Pic,French,20
Japanese Grand Prix,2012,HRT,Karthikeyan,Indian,21
Japanese Grand Prix,2012,Sauber,Pérez,Mexican,22
Japanese Grand Prix,2012,Ferrari,Alonso,Spanish,23
Japanese Grand Prix,2012,Mercedes,Rosberg,German,24
Korean Grand Prix,2012,Red Bull,Vettel,German,1
Korean Grand Prix,2012,Red Bull,Webber,Australian,2
Korean Grand Prix,2012,Ferrari,Alonso,Spanish,3
Korean Grand Prix,2012,Ferrari,Massa,Brazilian,4
Korean Grand Prix,2012,Lotus F1,Räikkönen,Finnish,5
Korean Grand Prix,2012,Force India,Hülkenberg,German,6
Korean Grand Prix,2012,Lotus F1,Grosjean,French,7
Korean Grand Prix,2012,Toro Rosso,Vergne,French,8
Korean Grand Prix,2012,Toro Rosso,Ricciardo,Australian,9
Korean Grand Prix,2012,McLaren,Hamilton,British,10
Korean Grand Prix,2012,Sauber,Pérez,Mexican,11
Korean Grand Prix,2012,Force India,di Resta,British,12
Korean Grand Prix,2012,Mercedes,Schumacher,German,13
Korean Grand Prix,2012,Williams,Maldonado,Venezuelan,14
Korean Grand Prix,2012,Williams,Senna,Brazilian,15
Korean Grand Prix,2012,Caterham,Petrov,Russian,16
Korean Grand Prix,2012,Caterham,Kovalainen,Finnish,17
Korean Grand Prix,2012,Marussia,Glock,German,18
Korean Grand Prix,2012,Marussia,Pic,French,19
Korean Grand Prix,2012,HRT,Karthikeyan,Indian,20
Korean Grand Prix,2012,HRT,de la Rosa,Spanish,21
Korean Grand Prix,2012,Sauber,Kobayashi,Japanese,22
Korean Grand Prix,2012,Mercedes,Rosberg,German,23
Korean Grand Prix,2012,McLaren,Button,British,24
Indian Grand Prix,2012,Red Bull,Vettel,German,1
Indian Grand Prix,2012,Ferrari,Alonso,Spanish,2
Indian Grand Prix,2012,Red Bull,Webber,Australian,3
Indian Grand Prix,2012,McLaren,Hamilton,British,4
Indian Grand Prix,2012,McLaren,Button,British,5
Indian Grand Prix,2012,Ferrari,Massa,Brazilian,6
Indian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,7
Indian Grand Prix,2012,Force India,Hülkenberg,German,8
Indian Grand Prix,2012,Lotus F1,Grosjean,French,9
Indian Grand Prix,2012,Williams,Senna,Brazilian,10
Indian Grand Prix,2012,Mercedes,Rosberg,German,11
Indian Grand Prix,2012,Force India,di Resta,British,12
Indian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,13
Indian Grand Prix,2012,Sauber,Kobayashi,Japanese,14
Indian Grand Prix,2012,Toro Rosso,Vergne,French,15
Indian Grand Prix,2012,Williams,Maldonado,Venezuelan,16
Indian Grand Prix,2012,Caterham,Petrov,Russian,17
Indian Grand Prix,2012,Caterham,Kovalainen,Finnish,18
Indian Grand Prix,2012,Marussia,Pic,French,19
Indian Grand Prix,2012,Marussia,Glock,German,20
Indian Grand Prix,2012,HRT,Karthikeyan,Indian,21
Indian Grand Prix,2012,Mercedes,Schumacher,German,22
Indian Grand Prix,2012,HRT,de la Rosa,Spanish,23
Indian Grand Prix,2012,Sauber,Pérez,Mexican,24
Abu Dhabi Grand Prix,2012,Lotus F1,Räikkönen,Finnish,1
Abu Dhabi Grand Prix,2012,Ferrari,Alonso,Spanish,2
Abu Dhabi Grand Prix,2012,Red Bull,Vettel,German,3
Abu Dhabi Grand Prix,2012,McLaren,Button,British,4
Abu Dhabi Grand Prix,2012,Williams,Maldonado,Venezuelan,5
Abu Dhabi Grand Prix,2012,Sauber,Kobayashi,Japanese,6
Abu Dhabi Grand Prix,2012,Ferrari,Massa,Brazilian,7
Abu Dhabi Grand Prix,2012,Williams,Senna,Brazilian,8
Abu Dhabi Grand Prix,2012,Force India,di Resta,British,9
Abu Dhabi Grand Prix,2012,Toro Rosso,Ricciardo,Australian,10
Abu Dhabi Grand Prix,2012,Mercedes,Schumacher,German,11
Abu Dhabi Grand Prix,2012,Toro Rosso,Vergne,French,12
Abu Dhabi Grand Prix,2012,Caterham,Kovalainen,Finnish,13
Abu Dhabi Grand Prix,2012,Marussia,Glock,German,14
Abu Dhabi Grand Prix,2012,Sauber,Pérez,Mexican,15
Abu Dhabi Grand Prix,2012,Caterham,Petrov,Russian,16
Abu Dhabi Grand Prix,2012,HRT,de la Rosa,Spanish,17
Abu Dhabi Grand Prix,2012,Marussia,Pic,French,18
Abu Dhabi Grand Prix,2012,Lotus F1,Grosjean,French,19
Abu Dhabi Grand Prix,2012,Red Bull,Webber,Australian,20
Abu Dhabi Grand Prix,2012,McLaren,Hamilton,British,21
Abu Dhabi Grand Prix,2012,HRT,Karthikeyan,Indian,22
Abu Dhabi Grand Prix,2012,Mercedes,Rosberg,German,23
Abu Dhabi Grand Prix,2012,Force India,Hülkenberg,German,24
United States Grand Prix,2012,McLaren,Hamilton,British,1
United States Grand Prix,2012,Red Bull,Vettel,German,2
United States Grand Prix,2012,Ferrari,Alonso,Spanish,3
United States Grand Prix,2012,Ferrari,Massa,Brazilian,4
United States Grand Prix,2012,McLaren,Button,British,5
United States Grand Prix,2012,Lotus F1,Räikkönen,Finnish,6
United States Grand Prix,2012,Lotus F1,Grosjean,French,7
United States Grand Prix,2012,Force India,Hülkenberg,German,8
United States Grand Prix,2012,Williams,Maldonado,Venezuelan,9
United States Grand Prix,2012,Williams,Senna,Brazilian,10
United States Grand Prix,2012,Sauber,Pérez,Mexican,11
United States Grand Prix,2012,Toro Rosso,Ricciardo,Australian,12
United States Grand Prix,2012,Mercedes,Rosberg,German,13
United States Grand Prix,2012,Sauber,Kobayashi,Japanese,14
United States Grand Prix,2012,Force India,di Resta,British,15
United States Grand Prix,2012,Mercedes,Schumacher,German,16
United States Grand Prix,2012,Caterham,Petrov,Russian,17
United States Grand Prix,2012,Caterham,Kovalainen,Finnish,18
United States Grand Prix,2012,Marussia,Glock,German,19
United States Grand Prix,2012,Marussia,Pic,French,20
United States Grand Prix,2012,HRT,de la Rosa,Spanish,21
United States Grand Prix,2012,HRT,Karthikeyan,Indian,22
United States Grand Prix,2012,Red Bull,Webber,Australian,23
United States Grand Prix,2012,Toro Rosso,Vergne,French,24
Brazilian Grand Prix,2012,McLaren,Button,British,1
Brazilian Grand Prix,2012,Ferrari,Alonso,Spanish,2
Brazilian Grand Prix,2012,Ferrari,Massa,Brazilian,3
Brazilian Grand Prix,2012,Red Bull,Webber,Australian,4
Brazilian Grand Prix,2012,Force India,Hülkenberg,German,5
Brazilian Grand Prix,2012,Red Bull,Vettel,German,6
Brazilian Grand Prix,2012,Mercedes,Schumacher,German,7
Brazilian Grand Prix,2012,Toro Rosso,Vergne,French,8
Brazilian Grand Prix,2012,Sauber,Kobayashi,Japanese,9
Brazilian Grand Prix,2012,Lotus F1,Räikkönen,Finnish,10
Brazilian Grand Prix,2012,Caterham,Petrov,Russian,11
Brazilian Grand Prix,2012,Marussia,Pic,French,12
Brazilian Grand Prix,2012,Toro Rosso,Ricciardo,Australian,13
Brazilian Grand Prix,2012,Caterham,Kovalainen,Finnish,14
Brazilian Grand Prix,2012,Mercedes,Rosberg,German,15
Brazilian Grand Prix,2012,Marussia,Glock,German,16
Brazilian Grand Prix,2012,HRT,de la Rosa,Spanish,17
Brazilian Grand Prix,2012,HRT,Karthikeyan,Indian,18
Brazilian Grand Prix,2012,Force India,di Resta,British,19
Brazilian Grand Prix,2012,McLaren,Hamilton,British,20
Brazilian Grand Prix,2012,Lotus F1,Grosjean,French,21
Brazilian Grand Prix,2012,Williams,Maldonado,Venezuelan,22
Brazilian Grand Prix,2012,Williams,Senna,Brazilian,23
Brazilian Grand Prix,2012,Sauber,Pérez,Mexican,24
Australian Grand Prix,2013,Lotus F1,Räikkönen,Finnish,1
Australian Grand Prix,2013,Ferrari,Alonso,Spanish,2
Australian Grand Prix,2013,Red Bull,Vettel,German,3
Australian Grand Prix,2013,Ferrari,Massa,Brazilian,4
Australian Grand Prix,2013,Mercedes,Hamilton,British,5
Australian Grand Prix,2013,Red Bull,Webber,Australian,6
Australian Grand Prix,2013,Force India,Sutil,German,7
Australian Grand Prix,2013,Force India,di Resta,British,8
Australian Grand Prix,2013,McLaren,Button,British,9
Australian Grand Prix,2013,Lotus F1,Grosjean,French,10
Australian Grand Prix,2013,McLaren,Pérez,Mexican,11
Australian Grand Prix,2013,Toro Rosso,Vergne,French,12
Australian Grand Prix,2013,Sauber,Gutiérrez,Mexican,13
Australian Grand Prix,2013,Williams,Bottas,Finnish,14
Australian Grand Prix,2013,Marussia,Bianchi,French,15
Australian Grand Prix,2013,Caterham,Pic,French,16
Australian Grand Prix,2013,Marussia,Chilton,British,17
Australian Grand Prix,2013,Caterham,van der Garde,Dutch,18
Australian Grand Prix,2013,Toro Rosso,Ricciardo,Australian,19
Australian Grand Prix,2013,Mercedes,Rosberg,German,20
Australian Grand Prix,2013,Williams,Maldonado,Venezuelan,21
Australian Grand Prix,2013,Sauber,Hülkenberg,German,22
Malaysian Grand Prix,2013,Red Bull,Vettel,German,1
Malaysian Grand Prix,2013,Red Bull,Webber,Australian,2
Malaysian Grand Prix,2013,Mercedes,Hamilton,British,3
Malaysian Grand Prix,2013,Mercedes,Rosberg,German,4
Malaysian Grand Prix,2013,Ferrari,Massa,Brazilian,5
Malaysian Grand Prix,2013,Lotus F1,Grosjean,French,6
Malaysian Grand Prix,2013,Lotus F1,Räikkönen,Finnish,7
Malaysian Grand Prix,2013,Sauber,Hülkenberg,German,8
Malaysian Grand Prix,2013,McLaren,Pérez,Mexican,9
Malaysian Grand Prix,2013,Toro Rosso,Vergne,French,10
Malaysian Grand Prix,2013,Williams,Bottas,Finnish,11
Malaysian Grand Prix,2013,Sauber,Gutiérrez,Mexican,12
Malaysian Grand Prix,2013,Marussia,Bianchi,French,13
Malaysian Grand Prix,2013,Caterham,Pic,French,14
Malaysian Grand Prix,2013,Caterham,van der Garde,Dutch,15
Malaysian Grand Prix,2013,Marussia,Chilton,British,16
Malaysian Grand Prix,2013,McLaren,Button,British,17
Malaysian Grand Prix,2013,Toro Rosso,Ricciardo,Australian,18
Malaysian Grand Prix,2013,Williams,Maldonado,Venezuelan,19
Malaysian Grand Prix,2013,Force India,Sutil,German,20
Malaysian Grand Prix,2013,Force India,di Resta,British,21
Malaysian Grand Prix,2013,Ferrari,Alonso,Spanish,22
Chinese Grand Prix,2013,Ferrari,Alonso,Spanish,1
Chinese Grand Prix,2013,Lotus F1,Räikkönen,Finnish,2
Chinese Grand Prix,2013,Mercedes,Hamilton,British,3
Chinese Grand Prix,2013,Red Bull,Vettel,German,4
Chinese Grand Prix,2013,McLaren,Button,British,5
Chinese Grand Prix,2013,Ferrari,Massa,Brazilian,6
Chinese Grand Prix,2013,Toro Rosso,Ricciardo,Australian,7
Chinese Grand Prix,2013,Force India,di Resta,British,8
Chinese Grand Prix,2013,Lotus F1,Grosjean,French,9
Chinese Grand Prix,2013,Sauber,Hülkenberg,German,10
Chinese Grand Prix,2013,McLaren,Pérez,Mexican,11
Chinese Grand Prix,2013,Toro Rosso,Vergne,French,12
Chinese Grand Prix,2013,Williams,Bottas,Finnish,13
Chinese Grand Prix,2013,Williams,Maldonado,Venezuelan,14
Chinese Grand Prix,2013,Marussia,Bianchi,French,15
Chinese Grand Prix,2013,Caterham,Pic,French,16
Chinese Grand Prix,2013,Marussia,Chilton,British,17
Chinese Grand Prix,2013,Caterham,van der Garde,Dutch,18
Chinese Grand Prix,2013,Mercedes,Rosberg,German,19
Chinese Grand Prix,2013,Red Bull,Webber,Australian,20
Chinese Grand Prix,2013,Force India,Sutil,German,21
Chinese Grand Prix,2013,Sauber,Gutiérrez,Mexican,22
Bahrain Grand Prix,2013,Red Bull,Vettel,German,1
Bahrain Grand Prix,2013,Lotus F1,Räikkönen,Finnish,2
Bahrain Grand Prix,2013,Lotus F1,Grosjean,French,3
Bahrain Grand Prix,2013,Force India,di Resta,British,4
Bahrain Grand Prix,2013,Mercedes,Hamilton,British,5
Bahrain Grand Prix,2013,McLaren,Pérez,Mexican,6
Bahrain Grand Prix,2013,Red Bull,Webber,Australian,7
Bahrain Grand Prix,2013,Ferrari,Alonso,Spanish,8
Bahrain Grand Prix,2013,Mercedes,Rosberg,German,9
Bahrain Grand Prix,2013,McLaren,Button,British,10
Bahrain Grand Prix,2013,Williams,Maldonado,Venezuelan,11
Bahrain Grand Prix,2013,Sauber,Hülkenberg,German,12
Bahrain Grand Prix,2013,Force India,Sutil,German,13
Bahrain Grand Prix,2013,Williams,Bottas,Finnish,14
Bahrain Grand Prix,2013,Ferrari,Massa,Brazilian,15
Bahrain Grand Prix,2013,Toro Rosso,Ricciardo,Australian,16
Bahrain Grand Prix,2013,Caterham,Pic,French,17
Bahrain Grand Prix,2013,Sauber,Gutiérrez,Mexican,18
Bahrain Grand Prix,2013,Marussia,Bianchi,French,19
Bahrain Grand Prix,2013,Marussia,Chilton,British,20
Bahrain Grand Prix,2013,Caterham,van der Garde,Dutch,21
Bahrain Grand Prix,2013,Toro Rosso,Vergne,French,22
Spanish Grand Prix,2013,Ferrari,Alonso,Spanish,1
Spanish Grand Prix,2013,Lotus F1,Räikkönen,Finnish,2
Spanish Grand Prix,2013,Ferrari,Massa,Brazilian,3
Spanish Grand Prix,2013,Red Bull,Vettel,German,4
Spanish Grand Prix,2013,Red Bull,Webber,Australian,5
Spanish Grand Prix,2013,Mercedes,Rosberg,German,6
Spanish Grand Prix,2013,Force India,di Resta,British,7
Spanish Grand Prix,2013,McLaren,Button,British,8
Spanish Grand Prix,2013,McLaren,Pérez,Mexican,9
Spanish Grand Prix,2013,Toro Rosso,Ricciardo,Australian,10
Spanish Grand Prix,2013,Sauber,Gutiérrez,Mexican,11
Spanish Grand Prix,2013,Mercedes,Hamilton,British,12
Spanish Grand Prix,2013,Force India,Sutil,German,13
Spanish Grand Prix,2013,Williams,Maldonado,Venezuelan,14
Spanish Grand Prix,2013,Sauber,Hülkenberg,German,15
Spanish Grand Prix,2013,Williams,Bottas,Finnish,16
Spanish Grand Prix,2013,Caterham,Pic,French,17
Spanish Grand Prix,2013,Marussia,Bianchi,French,18
Spanish Grand Prix,2013,Marussia,Chilton,British,19
Spanish Grand Prix,2013,Toro Rosso,Vergne,French,20
Spanish Grand Prix,2013,Caterham,van der Garde,Dutch,21
Spanish Grand Prix,2013,Lotus F1,Grosjean,French,22
Monaco Grand Prix,2013,Mercedes,Rosberg,German,1
Monaco Grand Prix,2013,Red Bull,Vettel,German,2
Monaco Grand Prix,2013,Red Bull,Webber,Australian,3
Monaco Grand Prix,2013,Mercedes,Hamilton,British,4
Monaco Grand Prix,2013,Force India,Sutil,German,5
Monaco Grand Prix,2013,McLaren,Button,British,6
Monaco Grand Prix,2013,Ferrari,Alonso,Spanish,7
Monaco Grand Prix,2013,Toro Rosso,Vergne,French,8
Monaco Grand Prix,2013,Force India,di Resta,British,9
Monaco Grand Prix,2013,Lotus F1,Räikkönen,Finnish,10
Monaco Grand Prix,2013,Sauber,Hülkenberg,German,11
Monaco Grand Prix,2013,Williams,Bottas,Finnish,12
Monaco Grand Prix,2013,Sauber,Gutiérrez,Mexican,13
Monaco Grand Prix,2013,Marussia,Chilton,British,14
Monaco Grand Prix,2013,Caterham,van der Garde,Dutch,15
Monaco Grand Prix,2013,McLaren,Pérez,Mexican,16
Monaco Grand Prix,2013,Lotus F1,Grosjean,French,17
Monaco Grand Prix,2013,Toro Rosso,Ricciardo,Australian,18
Monaco Grand Prix,2013,Marussia,Bianchi,French,19
Monaco Grand Prix,2013,Williams,Maldonado,Venezuelan,20
Monaco Grand Prix,2013,Ferrari,Massa,Brazilian,21
Monaco Grand Prix,2013,Caterham,Pic,French,22
Canadian Grand Prix,2013,Red Bull,Vettel,German,1
Canadian Grand Prix,2013,Ferrari,Alonso,Spanish,2
Canadian Grand Prix,2013,Mercedes,Hamilton,British,3
Canadian Grand Prix,2013,Red Bull,Webber,Australian,4
Canadian Grand Prix,2013,Mercedes,Rosberg,German,5
Canadian Grand Prix,2013,Toro Rosso,Vergne,French,6
Canadian Grand Prix,2013,Force India,di Resta,British,7
Canadian Grand Prix,2013,Ferrari,Massa,Brazilian,8
Canadian Grand Prix,2013,Lotus F1,Räikkönen,Finnish,9
Canadian Grand Prix,2013,Force India,Sutil,German,10
Canadian Grand Prix,2013,McLaren,Pérez,Mexican,11
Canadian Grand Prix,2013,McLaren,Button,British,12
Canadian Grand Prix,2013,Lotus F1,Grosjean,French,13
Canadian Grand Prix,2013,Williams,Bottas,Finnish,14
Canadian Grand Prix,2013,Toro Rosso,Ricciardo,Australian,15
Canadian Grand Prix,2013,Williams,Maldonado,Venezuelan,16
Canadian Grand Prix,2013,Marussia,Bianchi,French,17
Canadian Grand Prix,2013,Caterham,Pic,French,18
Canadian Grand Prix,2013,Marussia,Chilton,British,19
Canadian Grand Prix,2013,Sauber,Gutiérrez,Mexican,20
Canadian Grand Prix,2013,Sauber,Hülkenberg,German,21
Canadian Grand Prix,2013,Caterham,van der Garde,Dutch,22
British Grand Prix,2013,Mercedes,Rosberg,German,1
British Grand Prix,2013,Red Bull,Webber,Australian,2
British Grand Prix,2013,Ferrari,Alonso,Spanish,3
British Grand Prix,2013,Mercedes,Hamilton,British,4
British Grand Prix,2013,Lotus F1,Räikkönen,Finnish,5
British Grand Prix,2013,Ferrari,Massa,Brazilian,6
British Grand Prix,2013,Force India,Sutil,German,7
British Grand Prix,2013,Toro Rosso,Ricciardo,Australian,8
British Grand Prix,2013,Force India,di Resta,British,9
British Grand Prix,2013,Sauber,Hülkenberg,German,10
British Grand Prix,2013,Williams,Maldonado,Venezuelan,11
British Grand Prix,2013,Williams,Bottas,Finnish,12
British Grand Prix,2013,McLaren,Button,British,13
British Grand Prix,2013,Sauber,Gutiérrez,Mexican,14
British Grand Prix,2013,Caterham,Pic,French,15
British Grand Prix,2013,Marussia,Bianchi,French,16
British Grand Prix,2013,Marussia,Chilton,British,17
British Grand Prix,2013,Caterham,van der Garde,Dutch,18
British Grand Prix,2013,Lotus F1,Grosjean,French,19
British Grand Prix,2013,McLaren,Pérez,Mexican,20
British Grand Prix,2013,Red Bull,Vettel,German,21
British Grand Prix,2013,Toro Rosso,Vergne,French,22
German Grand Prix,2013,Red Bull,Vettel,German,1
German Grand Prix,2013,Lotus F1,Räikkönen,Finnish,2
German Grand Prix,2013,Lotus F1,Grosjean,French,3
German Grand Prix,2013,Ferrari,Alonso,Spanish,4
German Grand Prix,2013,Mercedes,Hamilton,British,5
German Grand Prix,2013,McLaren,Button,British,6
German Grand Prix,2013,Red Bull,Webber,Australian,7
German Grand Prix,2013,McLaren,Pérez,Mexican,8
German Grand Prix,2013,Mercedes,Rosberg,German,9
German Grand Prix,2013,Sauber,Hülkenberg,German,10
German Grand Prix,2013,Force India,di Resta,British,11
German Grand Prix,2013,Toro Rosso,Ricciardo,Australian,12
German Grand Prix,2013,Force India,Sutil,German,13
German Grand Prix,2013,Sauber,Gutiérrez,Mexican,14
